case;event;time;resource
67;W_Afhandelen leads;03.10.2011-07:23:39;10889
68;W_Afhandelen leads;03.10.2011-07:19:24;10889
68;W_Completeren aanvraag;03.10.2011-09:33:34;-1
69;W_Completeren aanvraag;03.10.2011-09:00:25;-1
69;W_Completeren aanvraag;03.10.2011-09:35:29;10913
69;W_Nabellen offertes;10.10.2011-08:41:35;11049
69;W_Valideren aanvraag;11.10.2011-12:01:53;10972
70;W_Completeren aanvraag;03.10.2011-10:32:27;11180
70;W_Completeren aanvraag;03.10.2011-10:36:34;11180
70;W_Nabellen offertes;10.10.2011-15:27:04;11119
71;W_Afhandelen leads;03.10.2011-07:46:40;-1
71;W_Completeren aanvraag;03.10.2011-07:54:39;-1
71;W_Nabellen offertes;10.10.2011-10:52:19;10899
71;W_Valideren aanvraag;12.10.2011-15:38:24;-1
71;W_Valideren aanvraag;13.10.2011-08:26:10;10609
72;W_Afhandelen leads;03.10.2011-07:55:15;11001
72;W_Completeren aanvraag;03.10.2011-08:00:22;11001
72;W_Completeren aanvraag;03.10.2011-08:33:59;-1
72;W_Nabellen offertes;10.10.2011-14:32:20;-1
73;W_Completeren aanvraag;03.10.2011-12:07:57;11201
73;W_Completeren aanvraag;04.10.2011-07:51:16;-1
73;W_Completeren aanvraag;04.10.2011-10:11:34;10982
73;W_Completeren aanvraag;04.10.2011-10:44:44;-1
73;W_Nabellen offertes;11.10.2011-16:15:36;11119
73;W_Nabellen offertes;13.10.2011-10:11:57;11189
73;W_Nabellen offertes;19.10.2011-08:30:58;11180
74;W_Afhandelen leads;03.10.2011-08:43:00;-1
74;W_Completeren aanvraag;03.10.2011-08:47:20;-1
74;W_Nabellen offertes;03.10.2011-08:49:04;-1
74;W_Nabellen offertes;10.10.2011-14:36:34;-1
74;W_Nabellen offertes;11.10.2011-18:56:01;11119
74;W_Nabellen offertes;13.10.2011-10:28:07;10909
74;W_Nabellen offertes;15.10.2011-10:39:40;-1
74;W_Nabellen offertes;18.10.2011-10:18:48;-1
74;W_Nabellen offertes;19.10.2011-15:41:02;11119
74;W_Nabellen offertes;21.10.2011-09:27:33;-1
74;W_Nabellen offertes;22.10.2011-14:54:04;-1
74;W_Nabellen offertes;24.10.2011-12:28:48;11180
74;W_Nabellen offertes;24.10.2011-17:25:42;10913
74;W_Nabellen offertes;03.11.2011-08:15:19;10913
75;W_Afhandelen leads;03.10.2011-10:10:48;11001
76;W_Completeren aanvraag;03.10.2011-09:02:32;-1
76;W_Completeren aanvraag;03.10.2011-09:11:10;-1
76;W_Completeren aanvraag;03.10.2011-10:08:02;11001
76;W_Completeren aanvraag;03.10.2011-13:15:36;-1
76;W_Completeren aanvraag;03.10.2011-13:31:56;11201
76;W_Nabellen offertes;05.10.2011-18:54:18;10939
76;W_Nabellen offertes;06.10.2011-10:26:42;11169
76;W_Nabellen offertes;10.10.2011-11:25:03;10899
76;W_Valideren aanvraag;13.10.2011-07:35:30;10609
77;W_Completeren aanvraag;03.10.2011-12:11:53;11201
77;W_Completeren aanvraag;03.10.2011-12:29:11;-1
77;W_Nabellen offertes;03.10.2011-12:31:12;-1
77;W_Nabellen offertes;03.10.2011-12:34:33;-1
77;W_Nabellen offertes;10.10.2011-15:37:44;11119
77;W_Nabellen offertes;12.10.2011-14:07:56;11180
77;W_Nabellen offertes;13.10.2011-17:47:10;11201
77;W_Nabellen offertes;13.10.2011-18:20:31;11201
77;W_Nabellen offertes;13.10.2011-18:24:01;11201
77;W_Nabellen offertes;15.10.2011-13:00:41;-1
77;W_Nabellen offertes;18.10.2011-13:00:46;10861
77;W_Nabellen offertes;18.10.2011-15:35:56;11181
78;W_Afhandelen leads;03.10.2011-10:12:57;11001
79;W_Completeren aanvraag;03.10.2011-12:25:05;11180
79;W_Nabellen offertes;03.10.2011-12:28:40;11180
79;W_Nabellen offertes;03.10.2011-12:30:04;11180
79;W_Nabellen offertes;10.10.2011-15:35:08;11119
79;W_Nabellen offertes;17.10.2011-09:35:07;10912
80;W_Afhandelen leads;03.10.2011-10:14:47;11001
81;W_Afhandelen leads;03.10.2011-10:16:26;11001
81;W_Completeren aanvraag;03.10.2011-10:19:19;-1
81;W_Completeren aanvraag;03.10.2011-12:31:35;11180
81;W_Completeren aanvraag;03.10.2011-12:46:01;11201
82;W_Afhandelen leads;03.10.2011-10:18:16;11001
83;W_Completeren aanvraag;03.10.2011-12:15:20;11201
83;W_Completeren aanvraag;03.10.2011-15:13:02;11119
83;W_Completeren aanvraag;03.10.2011-15:13:56;-1
83;W_Completeren aanvraag;03.10.2011-15:16:26;11201
83;W_Completeren aanvraag;03.10.2011-15:32:51;11119
83;W_Completeren aanvraag;04.10.2011-07:28:47;-1
83;W_Completeren aanvraag;04.10.2011-11:24:51;11001
83;W_Completeren aanvraag;04.10.2011-17:17:17;11122
83;W_Completeren aanvraag;04.10.2011-18:39:25;11121
83;W_Completeren aanvraag;04.10.2011-18:45:49;11121
83;W_Completeren aanvraag;05.10.2011-07:19:58;11189
83;W_Completeren aanvraag;05.10.2011-09:01:37;11180
83;W_Completeren aanvraag;05.10.2011-09:09:15;11180
83;W_Completeren aanvraag;05.10.2011-13:15:13;-1
83;W_Completeren aanvraag;05.10.2011-16:47:40;10982
83;W_Completeren aanvraag;05.10.2011-17:59:39;10982
83;W_Completeren aanvraag;06.10.2011-09:08:33;-1
83;W_Completeren aanvraag;06.10.2011-18:13:51;-1
83;W_Nabellen offertes;14.10.2011-07:33:48;11201
83;W_Nabellen offertes;15.10.2011-14:52:24;-1
83;W_Nabellen offertes;18.10.2011-10:14:58;-1
83;W_Nabellen offertes;18.10.2011-10:45:33;10861
83;W_Nabellen offertes;25.10.2011-10:37:27;11189
83;W_Nabellen offertes;31.10.2011-18:36:31;10863
83;W_Nabellen offertes;02.11.2011-17:21:59;11203
83;W_Nabellen offertes;04.11.2011-16:47:06;11201
84;W_Completeren aanvraag;03.10.2011-14:45:50;11201
84;W_Completeren aanvraag;03.10.2011-15:16:56;11201
84;W_Completeren aanvraag;03.10.2011-15:18:32;11119
84;W_Completeren aanvraag;03.10.2011-15:43:39;11119
84;W_Nabellen offertes;10.10.2011-16:42:04;11119
84;W_Nabellen offertes;13.10.2011-09:34:20;11049
84;W_Valideren aanvraag;17.10.2011-08:31:24;10912
84;W_Valideren aanvraag;17.10.2011-09:11:31;10809
84;W_Nabellen incomplete dossiers;17.10.2011-09:25:58;11009
84;W_Nabellen incomplete dossiers;17.10.2011-09:36:14;11009
84;W_Nabellen incomplete dossiers;17.10.2011-10:24:11;10881
84;W_Nabellen incomplete dossiers;17.10.2011-11:39:04;11180
84;W_Nabellen incomplete dossiers;17.10.2011-13:44:25;-1
84;W_Nabellen incomplete dossiers;17.10.2011-13:50:33;11180
84;W_Nabellen incomplete dossiers;17.10.2011-13:56:19;-1
84;W_Nabellen incomplete dossiers;17.10.2011-14:02:26;11180
84;W_Nabellen incomplete dossiers;17.10.2011-15:29:57;10861
84;W_Nabellen incomplete dossiers;18.10.2011-08:34:27;10809
84;W_Nabellen incomplete dossiers;18.10.2011-09:06:58;10809
85;W_Completeren aanvraag;03.10.2011-12:20:03;10889
85;W_Completeren aanvraag;04.10.2011-07:54:41;-1
85;W_Completeren aanvraag;04.10.2011-11:38:58;11169
85;W_Completeren aanvraag;04.10.2011-14:07:00;11001
85;W_Completeren aanvraag;04.10.2011-16:22:01;10982
85;W_Completeren aanvraag;05.10.2011-15:59:07;11181
85;W_Completeren aanvraag;06.10.2011-07:52:54;11201
85;W_Completeren aanvraag;06.10.2011-07:55:55;-1
85;W_Completeren aanvraag;06.10.2011-18:48:48;11180
85;W_Completeren aanvraag;07.10.2011-16:29:51;11181
85;W_Completeren aanvraag;08.10.2011-08:47:56;10913
85;W_Completeren aanvraag;08.10.2011-12:34:40;11181
85;W_Completeren aanvraag;10.10.2011-10:12:11;11189
85;W_Nabellen offertes;17.10.2011-16:30:31;11119
85;W_Nabellen offertes;19.10.2011-08:45:29;11189
85;W_Nabellen offertes;21.10.2011-07:33:55;11049
85;W_Valideren aanvraag;27.10.2011-08:01:40;10972
86;W_Completeren aanvraag;03.10.2011-10:27:17;-1
86;W_Nabellen offertes;03.10.2011-10:37:58;-1
86;W_Nabellen offertes;04.10.2011-10:56:05;10982
86;W_Nabellen offertes;06.10.2011-07:54:36;-1
86;W_Valideren aanvraag;10.10.2011-07:31:57;10609
86;W_Nabellen incomplete dossiers;10.10.2011-07:43:17;10912
86;W_Nabellen incomplete dossiers;10.10.2011-10:39:52;10912
86;W_Valideren aanvraag;10.10.2011-11:22:16;10609
86;W_Valideren aanvraag;11.10.2011-13:22:22;-1
86;W_Valideren aanvraag;11.10.2011-13:25:50;-1
86;W_Valideren aanvraag;11.10.2011-13:28:16;-1
86;W_Valideren aanvraag;11.10.2011-14:43:18;10609
87;W_Completeren aanvraag;03.10.2011-10:19:32;10809
87;W_Nabellen offertes;03.10.2011-10:24:40;10809
87;W_Valideren aanvraag;03.10.2011-10:25:01;10809
87;W_Valideren aanvraag;03.10.2011-10:58:35;10809
87;W_Nabellen incomplete dossiers;03.10.2011-13:07:37;10863
87;W_Nabellen incomplete dossiers;06.10.2011-07:25:59;11049
87;W_Nabellen incomplete dossiers;07.10.2011-13:14:25;11009
87;W_Nabellen incomplete dossiers;08.10.2011-09:08:16;11002
87;W_Nabellen incomplete dossiers;10.10.2011-07:54:51;10912
87;W_Nabellen incomplete dossiers;11.10.2011-09:13:45;10889
87;W_Nabellen incomplete dossiers;11.10.2011-14:55:54;10982
87;W_Nabellen incomplete dossiers;11.10.2011-15:52:41;10982
87;W_Nabellen incomplete dossiers;12.10.2011-13:04:23;-1
87;W_Nabellen incomplete dossiers;13.10.2011-07:26:59;11049
87;W_Nabellen incomplete dossiers;17.10.2011-13:39:52;-1
87;W_Valideren aanvraag;18.10.2011-08:10:42;10809
88;W_Completeren aanvraag;03.10.2011-10:27:54;10779
89;W_Afhandelen leads;03.10.2011-11:13:35;11001
89;W_Afhandelen leads;03.10.2011-11:29:33;11001
90;W_Completeren aanvraag;03.10.2011-12:28:07;11201
90;W_Nabellen offertes;03.10.2011-12:30:21;11201
90;W_Nabellen offertes;03.10.2011-12:48:39;-1
90;W_Nabellen offertes;03.10.2011-12:52:34;-1
90;W_Nabellen offertes;03.10.2011-13:09:14;-1
90;W_Nabellen offertes;10.10.2011-15:41:24;11119
90;W_Nabellen offertes;12.10.2011-14:10:48;11180
90;W_Nabellen offertes;24.10.2011-13:29:34;11201
90;W_Nabellen offertes;25.10.2011-10:41:05;11201
90;W_Nabellen offertes;25.10.2011-14:16:10;11189
90;W_Nabellen offertes;27.10.2011-18:09:08;-1
90;W_Nabellen offertes;27.10.2011-18:13:14;-1
90;W_Nabellen offertes;27.10.2011-18:40:57;-1
90;W_Nabellen offertes;03.11.2011-18:08:41;-1
90;W_Nabellen offertes;05.11.2011-12:28:34;11002
90;W_Nabellen offertes;07.11.2011-13:31:59;-1
90;W_Nabellen offertes;07.11.2011-13:41:26;-1
90;W_Nabellen offertes;08.11.2011-12:56:51;-1
90;W_Nabellen offertes;10.11.2011-16:33:22;11181
90;W_Nabellen offertes;14.11.2011-17:20:53;11180
90;W_Nabellen offertes;17.11.2011-11:24:00;-1
90;W_Nabellen offertes;17.11.2011-14:07:59;-1
90;W_Nabellen offertes;19.11.2011-11:29:13;10913
90;W_Nabellen offertes;26.11.2011-15:04:06;11000
90;W_Nabellen offertes;29.11.2011-17:18:08;-1
90;W_Nabellen offertes;30.11.2011-13:12:06;10899
90;W_Valideren aanvraag;05.12.2011-13:30:18;10138
90;W_Valideren aanvraag;05.12.2011-13:52:03;10809
90;W_Valideren aanvraag;06.12.2011-07:50:01;10809
90;W_Valideren aanvraag;06.12.2011-10:58:14;10138
90;W_Nabellen incomplete dossiers;06.12.2011-11:48:58;11121
90;W_Nabellen incomplete dossiers;06.12.2011-12:19:28;11121
90;W_Nabellen incomplete dossiers;09.12.2011-07:24:01;10609
90;W_Valideren aanvraag;09.12.2011-07:53:21;10609
90;W_Valideren aanvraag;09.12.2011-08:51:43;10609
90;W_Valideren aanvraag;09.12.2011-09:21:35;10609
90;W_Valideren aanvraag;09.12.2011-13:18:02;10609
90;W_Valideren aanvraag;12.12.2011-15:42:55;10609
90;W_Valideren aanvraag;13.12.2011-05:15:05;10609
90;W_Valideren aanvraag;13.12.2011-07:04:04;10609
90;W_Valideren aanvraag;13.12.2011-07:13:16;10609
90;W_Valideren aanvraag;13.12.2011-08:44:26;10609
91;W_Afhandelen leads;03.10.2011-11:26:37;11001
91;W_Completeren aanvraag;03.10.2011-13:38:54;11180
91;W_Completeren aanvraag;03.10.2011-15:22:34;-1
91;W_Nabellen offertes;03.10.2011-15:26:18;-1
91;W_Nabellen offertes;10.10.2011-11:06:21;10899
91;W_Valideren aanvraag;13.10.2011-09:01:05;10809
91;W_Nabellen incomplete dossiers;13.10.2011-09:11:50;-1
91;W_Nabellen incomplete dossiers;13.10.2011-09:12:08;-1
91;W_Nabellen incomplete dossiers;13.10.2011-09:18:38;-1
91;W_Nabellen incomplete dossiers;13.10.2011-09:19:14;-1
91;W_Nabellen incomplete dossiers;13.10.2011-09:19:21;-1
91;W_Nabellen incomplete dossiers;13.10.2011-10:33:13;-1
91;W_Nabellen incomplete dossiers;13.10.2011-10:34:50;-1
91;W_Nabellen incomplete dossiers;13.10.2011-10:35:37;10909
91;W_Nabellen incomplete dossiers;13.10.2011-10:36:01;10909
91;W_Nabellen incomplete dossiers;13.10.2011-10:57:08;-1
91;W_Nabellen incomplete dossiers;13.10.2011-11:17:54;11122
91;W_Nabellen incomplete dossiers;13.10.2011-11:22:06;11122
91;W_Valideren aanvraag;13.10.2011-14:28:42;10809
92;W_Afhandelen leads;03.10.2011-11:37:16;11001
93;W_Afhandelen leads;03.10.2011-11:31:16;11001
94;W_Completeren aanvraag;03.10.2011-13:14:50;11180
94;W_Completeren aanvraag;03.10.2011-13:41:02;-1
94;W_Completeren aanvraag;03.10.2011-14:10:39;11180
94;W_Nabellen offertes;03.10.2011-14:13:02;11180
94;W_Nabellen offertes;10.10.2011-16:36:13;11119
94;W_Nabellen offertes;13.10.2011-07:16:42;-1
94;W_Valideren aanvraag;17.10.2011-18:11:25;10972
95;W_Completeren aanvraag;03.10.2011-11:59:52;10809
95;W_Completeren aanvraag;03.10.2011-12:30:11;10809
95;W_Completeren aanvraag;03.10.2011-12:31:21;10809
95;W_Nabellen offertes;03.10.2011-12:34:08;10809
95;W_Valideren aanvraag;03.10.2011-12:34:41;10809
95;W_Nabellen incomplete dossiers;03.10.2011-12:36:30;10809
95;W_Nabellen incomplete dossiers;03.10.2011-13:07:54;10809
95;W_Nabellen incomplete dossiers;03.10.2011-13:59:56;10863
95;W_Nabellen incomplete dossiers;04.10.2011-06:22:10;11049
95;W_Nabellen incomplete dossiers;04.10.2011-07:47:36;10809
95;W_Nabellen incomplete dossiers;04.10.2011-08:09:50;10809
95;W_Nabellen incomplete dossiers;04.10.2011-08:17:33;10809
96;W_Completeren aanvraag;03.10.2011-11:53:32;10863
96;W_Nabellen offertes;03.10.2011-11:56:48;10863
96;W_Nabellen offertes;05.10.2011-14:56:43;10881
96;W_Nabellen offertes;11.10.2011-07:58:56;-1
96;W_Valideren aanvraag;11.10.2011-09:49:21;10138
97;W_Completeren aanvraag;03.10.2011-13:41:20;11180
97;W_Completeren aanvraag;04.10.2011-08:02:38;-1
97;W_Completeren aanvraag;04.10.2011-11:43:28;11169
97;W_Completeren aanvraag;04.10.2011-15:53:11;11179
97;W_Completeren aanvraag;05.10.2011-15:55:12;-1
97;W_Completeren aanvraag;06.10.2011-07:48:49;11189
97;W_Completeren aanvraag;06.10.2011-18:45:52;11180
97;W_Completeren aanvraag;06.10.2011-18:54:48;10913
97;W_Completeren aanvraag;07.10.2011-16:36:10;11181
97;W_Completeren aanvraag;08.10.2011-09:00:40;-1
97;W_Completeren aanvraag;03.11.2011-08:15:06;-1
98;W_Completeren aanvraag;03.10.2011-13:57:37;11180
98;W_Nabellen offertes;03.10.2011-13:59:15;11180
98;W_Nabellen offertes;10.10.2011-16:35:37;-1
98;W_Nabellen offertes;12.10.2011-14:14:28;11180
98;W_Nabellen offertes;13.10.2011-04:15:05;11189
98;W_Nabellen offertes;13.10.2011-16:15:55;11201
98;W_Nabellen offertes;19.10.2011-18:41:51;10982
98;W_Nabellen offertes;20.10.2011-17:54:58;10914
98;W_Nabellen offertes;28.10.2011-18:52:36;11203
98;W_Nabellen offertes;31.10.2011-18:25:06;10863
98;W_Nabellen offertes;02.11.2011-18:10:12;11203
98;W_Nabellen offertes;03.11.2011-08:15:29;11203
99;W_Completeren aanvraag;03.10.2011-13:46:51;-1
99;W_Completeren aanvraag;03.10.2011-14:23:16;-1
99;W_Nabellen offertes;03.10.2011-14:28:05;-1
99;W_Nabellen offertes;04.10.2011-10:25:51;10982
99;W_Nabellen offertes;04.10.2011-10:28:50;10982
99;W_Nabellen offertes;11.10.2011-09:03:14;11049
99;W_Valideren aanvraag;14.10.2011-13:06:18;10629
99;W_Nabellen incomplete dossiers;14.10.2011-17:36:25;10913
99;W_Nabellen incomplete dossiers;14.10.2011-18:20:03;10912
99;W_Nabellen incomplete dossiers;17.10.2011-15:01:38;11009
99;W_Nabellen incomplete dossiers;17.10.2011-15:02:10;11009
99;W_Nabellen incomplete dossiers;17.10.2011-15:35:48;10861
99;W_Nabellen incomplete dossiers;20.10.2011-08:33:35;11049
99;W_Nabellen incomplete dossiers;21.10.2011-07:53:55;11049
99;W_Valideren aanvraag;21.10.2011-08:32:17;10809
99;W_Valideren aanvraag;21.10.2011-08:36:36;10809
100;W_Completeren aanvraag;03.10.2011-13:50:01;-1
100;W_Completeren aanvraag;04.10.2011-09:34:49;-1
100;W_Completeren aanvraag;04.10.2011-12:06:00;11169
100;W_Nabellen offertes;06.10.2011-17:51:56;10909
100;W_Nabellen offertes;06.10.2011-17:56:16;10909
100;W_Nabellen offertes;06.10.2011-18:05:54;10909
100;W_Nabellen offertes;14.10.2011-07:28:03;11201
100;W_Nabellen offertes;19.10.2011-08:35:40;11180
100;W_Nabellen offertes;20.10.2011-07:24:56;-1
100;W_Valideren aanvraag;26.10.2011-10:55:24;10138
